status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,impact_score,page_id,Source type,auckland ,council ,mayor ,goff,councillor,local board ,tier1
110444822368666_1417069291706206,Ever wondered what goes on at a local board meeting?  The Manukau Courier was live at our business meeting last night.  Minutes are now available on the council's website.   http://infocouncil.aucklandcouncil.govt.nz/Open/2017/06/OP_20170620_MIN_7126_WEB.htm,Manukau Courier,video,https://www.facebook.com/themanukaucourier/videos/1298714346893234/,42906.97878,11,1,0,11,0,0,0,0,0,35,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1415904525156016,The Manukau Courier will be live streaming the Otara-Papatoetoe Local Board business meeting tonight at 5pm.,Manukau Courier,photo,https://www.facebook.com/themanukaucourier/photos/a.403063809791630.1073741825.109639379134076/1298486010249401/?type=3,42905.78999,7,0,0,7,0,0,0,0,0,21,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1415857888494013,"We need to know what matters to you and your whanau - safer streets, more playgrounds, or community centres? It's easy to have your say on the draft Local Board Plan. Simply post your thoughts below using the words ""Local Board Plan Feedback"" in your comment. Help us shape our community for our people. www.shapeauckland.co.nz",Timeline Photos,photo,https://www.facebook.com/otarapapatoetoe/photos/a.207330569346757.52568.110444822368666/1415857888494013/?type=3,42905.73322,221,25,12,208,7,1,4,1,0,725,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1409702495776219,"What does Otara-Papatoetoe need over the next three years? Make your voice heard, and have your say on the draft Otara-Papatoetoe Local Board Plan. 
Ways to have your say: 
Post a comment below including the words ""local board plan feedback""
www.shapeauckland.co.nz to fill out an online submission.",www.stuff.co.nz,link,http://www.stuff.co.nz/auckland/local-news/manukau-courier/93486753/what-does-otarapapatoetoe-need-over-the-next-three-years,42899.96875,208,23,11,202,6,0,0,0,0,681,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1408681035878365,"Otara-Papatoetoe have some of the most talented artists and musicians in Auckland. Would you like to see places like Otara Music Arts Centre (OMAC) get a fresh look and new designed entrance? Have your say on the Otara-Papatoetoe Local Board Plan - and tell us if you agree.  www.shapeauckand.co.nz or post a comment below with the words "" Local Board Plan Feedback""",www.shapeauckand.co.nz,link,http://www.shapeauckand.co.nz/,42898.97431,68,3,8,62,6,0,0,0,0,218,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1407488372664298,History buffs rejoice - Check out Manukau's Journey now at Auckland Libraries.,A timeline of Manukau from 1769 to today,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/05/a-timeline-of-manukau/,42897.73446,4,0,0,4,0,0,0,0,0,12,1.10445E+14,Local,1,0,0,0,0,0,1
110444822368666_298198560639869,"We're developing our Local Board Plan 2017 and want to know what you think about some of the projects and outcomes we propose focusing on over the next three years.

It's easy to get involved and have your say. Come on down to the the Otara Flea Market and meet our Local Board members and staff - have a chat and give your feedback on the draft plan.

Have your say by 4pm on Friday 30 June
For more information and to provide feedback visit
shapeauckland.co.nz or your local public library, service
centre or local board office.",Local Board Plan - Otara Flea Markets,event,https://www.facebook.com/events/298198560639869/,42897.66456,6,0,0,6,0,0,0,0,0,18,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1403035003109635,"From now until 30 June, Auckland's 21 local boards want to know what you value most in your local community. Find out what's being proposed for your neighbourhood and surrounding areas, then share your feedback online at Shape Auckland by 30 June 2017.",Help shape your local area: South and east Auckland,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/help-shape-your-local-area-south-and-east-auckland/,42896.84306,3,0,0,3,0,0,0,0,0,9,1.10445E+14,Local,1,0,0,0,0,0,1
110444822368666_1382699995143136,"If your community group is organising an event, or running a programme that benefits our community, then you could be eligible for a Otara-Papatoetoe Local Board Grant. 
Applications open 12 June - 7 July 2017",Find a grant or fund,link,http://www.aucklandcouncil.govt.nz/EN/newseventsculture/communityfundingsupport/Pages/findagrant.aspx,42894.78611,2,0,2,2,0,0,0,0,0,8,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_392764154458295,"If you have an idea or are already doing something that helps your community apply for a local board grant.

Join us for a workshop to find out more about council grants available for projects and events in è?tara-Papatoetoe and wider Auckland.  This is your chance to ask council grant advisors about how to maximise your  chances of success in funding efforts.

Contact Dr Tess Liew
Email tess.liew1@aucklandcouncil.govt.nz  to register",Community Grants - Workshop,event,https://www.facebook.com/events/392764154458295/,42893.90877,3,0,0,3,0,0,0,0,0,9,1.10445E+14,Local,0,1,0,0,0,1,1
110444822368666_1402917643121371,"Would you like to see new toilet blocks and changing rooms installed at Kingswood Reserve, and Te Puke o Otara Sports Park? Let us know by having your say on this and other projects in the draft Otara-Papatoetoe Local Board Plan.
Ways to have your say : Online - www.shapeauckland.co.nz
Facebook : simply leave a comment below with the phrase ""Local Board Plan Feedback"" in it.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42893.72243,14,5,2,13,1,0,0,0,0,54,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1400055866740882,"Matariki at Auckland Libraries É?? 10 June - 2 July 2017.
Check in with your local library to discover stories of Matariki;",Matariki at Auckland Libraries,link,http://ourauckland.aucklandcouncil.govt.nz/articles/events/2017/06/matariki-at-auckland-libraries/,42890.90904,4,0,1,4,0,0,0,0,0,13,1.10445E+14,Local,1,0,0,0,0,0,1
110444822368666_1396482457098223,"We're excited that work will soon start on refurbishing Te Puke o Tara Community Centre.  Thank you kaumatua James Brown, Pastor Ned So'e and councillor Fa'anéÅnéÅ Efeso Collins, who joined our chair Lotu Fuli at a blessing of the facility this morning.    Site works are expected to start in a couple of weeks.   Find out more about the project. 
http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/03/makeover-for-otara-community-centre-2/",Photos from Otara-Papatoetoe Local Board's post,photo,https://www.facebook.com/otarapapatoetoe/photos/a.207330569346757.52568.110444822368666/1396472863765849/?type=3,42887.90277,19,2,1,16,2,1,0,0,0,62,1.10445E+14,Local,0,0,0,0,1,0,1
110444822368666_1395597350520067,è?tara-Papatoetoe Local Board is contributing towards the cost of this trial.,Free AT Hop cards to be given to some cash paying commuters in south Auckland,link,http://www.stuff.co.nz/auckland/local-news/manukau-courier/92961834/free-at-hop-cards-to-be-given-to-some-cash-paying-commuters-in-south-auckland,42886.95027,15,1,2,14,1,0,0,0,0,49,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1393646514048484,"As a young person, now's the chance to have a voice and help shape the future of your community. You can give your feeback direct to our Facebook page, simply use the phrase ""Local Board Plan feedback"" in your comment, or visit ww.shapeauckland.co.nz by 30 June.",,video,https://www.facebook.com/otarapapatoetoe/videos/1393646514048484/,42885.9,45,1,8,42,2,1,0,0,0,145,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1393483657398103,"Thank you to everyone who came along to last nights Otara-Papatoetoe Local Board Plan - Have your say event.  We need your voice, ideas, concerns, to help shape what happens in our area. Ways to submit your feedback : 
# Visit www.shapeauckland.co.nz to fill out submission form
# Write something on our Facebook page and include the 
   words  'Local Board Plan feedback'
# send a private message include 'Local Board Plan feedback'.",Photos from Otara-Papatoetoe Local Board's post,photo,https://www.facebook.com/otarapapatoetoe/photos/a.207330569346757.52568.110444822368666/1393477550732047/?type=3,42884.66924,4,0,0,4,0,0,0,0,0,12,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1392657787480690,"A healthy natural environment, free of litter, pests and pollution is important to us - If you agree then let us know. Have your say on the draft  Otara-Papatoetoe Local Board Plan. Visit www.shapeauckland.co.nz to give your feedback.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42883.78241,1,0,0,1,0,0,0,0,0,3,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1389876167758852,"We want è?tara, Old Papatoetoe and Hunters Corner town centres to be busy and vibrant hubs of our community. If this is important to you, then let us know. Have your say on the draft Otara-Papatoetoe Local Board Plan by 30 June. Visit www.shapeauckland.co.nz to give your feedback.",Timeline Photos,photo,https://www.facebook.com/otarapapatoetoe/photos/a.207330569346757.52568.110444822368666/1389876167758852/?type=3,42880.73035,8,0,1,8,0,0,0,0,0,25,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1388220377924431,"Youth Week in Auckland É?? 25 May - 3 June 2017.
Make the most of being active in Auckland during Youth Week 2017.",Youth Week 2017,link,http://ourauckland.aucklandcouncil.govt.nz/articles/events/2017/05/youth-week-2017/,42878.87709,2,0,0,2,0,0,0,0,0,6,1.10445E+14,Local,1,0,0,0,0,0,1
110444822368666_1386490228097446,"Consultation is now open for our Draft Local Board Plan 2017. Your feedback will guide decisions for our area, so make sure to have your say.",Help shape the future of your local area,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/05/help-shape-the-future-of-your-local-area/,42876.75813,1,0,1,1,0,0,0,0,0,4,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_2044959119064627,"Have we got it right? 
We're developing our Local Board Plan 2017 and want to know what you think about some of the projects and outcomes we propose focusing on over the next three years.
Join local board members in converstaion, learn more about the plan and submit your feedback.

Have your say by 4pm on Friday 30 June
For more information and to provide feedback visit
shapeauckland.co.nz or your local public library, service
centre or local board office.",Local Board Plan - Manukau Room,event,https://www.facebook.com/events/2044959119064627/,42873.80043,2,0,0,2,0,0,0,0,0,6,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_208021779715475,"We're developing our Local Board Plan 2017 and want to know what you think about some of the projects and outcomes we propose focusing on over the next three years.

These include completing a new multi-sport and marae complex at NgéÅti è?tara Park and refurbishment of Te Puke o è?tara Community Centre and advocating for funding for proposed changing sheds at Kingswood Reserve, artificial sports surface at Papatoetoe Recreation Reserve and a new playground at Hayman Park.

It's easy to get involved and have your say.  Come on down to the the night markets at Hunters Plaza  and meet our Local Board members and staff - have a chat and give your feedback on the draft plan.

You can also online to shapeauckland.co.nz to read the draft
Otara-Papatoetoe Local Board Plan and to make a submission.
Feedback accepted from 22 May to 30 June.",Local Board Plan - Hunters Plaza Night Markets,event,https://www.facebook.com/events/208021779715475/,42866.86532,8,0,0,8,0,0,0,0,0,24,1.10445E+14,Local,0,0,0,0,0,1,1
110444822368666_1377106089035860,"Should more businesses be allowed to open on Easter Sunday?  Auckland Council wants to know your views.  Go to shapeauckland.co.nz to have your say. Feedback closes 11 June 2017.

http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/05/we-want-your-feedback-on-easter-sunday-trading-in-auckland/",We want your feedback on Easter Sunday trading in Auckland,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/05/we-want-your-feedback-on-easter-sunday-trading-in-auckland/,42866.85082,3,0,3,3,0,0,0,0,0,12,1.10445E+14,Local,1,1,0,0,0,0,1
110444822368666_1375955692484233,"Auckland Transport has launched a new app which makes it easier to catch a bus, train or ferry.",New public transport app launched,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/05/new-public-transport-app-launched/,42865.63057,3,0,2,3,0,0,0,0,0,11,1.10445E+14,Local,1,0,0,0,0,0,1
110444822368666_1374146892665113,Mayor Phil Goff on a tour of Old Papatoetoe where Panuku Development Auckland is leading the regeneration of parts of the town beginning with the rebuilding of Old Papatoetoe Mall.,Panuku Development Auckland,photo,https://www.facebook.com/developmentakl/photos/a.1616089005322931.1073741828.1614910872107411/1852931648305331/?type=3,42863.76108,8,0,0,7,1,0,0,0,0,24,1.10445E+14,Local,1,0,1,1,0,0,1
110444822368666_1369223836490752,"Another great JobFest done and dusted. More than 1360 young job seekers from across Auckland came along to the event in Manukau yesterday. Proud that the Mangere-Otahuhu and Otara Papatoetoe Local Governance Group for Youth Connections, and our local board were recognised for being pioneers in implementing YouthFull, which was launched at JobFest. 
YouthFull provides youth with work readiness courses and connecting them to business with available entry level roles.   Find out more about YouthFull http://www.youthfull.co.nz/",Timeline Photos,photo,https://www.facebook.com/otarapapatoetoe/photos/a.207330569346757.52568.110444822368666/1369223836490752/?type=3,42858.88014,9,0,1,9,0,0,0,0,0,28,1.10445E+14,Local,1,0,0,0,0,1,1
111092522302814_1418706041541449,Rawiri Star will represent our local board area as part of the Auckland Council Youth Advisory Panel.  Congratulations Star.,Young Aucklanders step up,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/young-aucklanders-step-up/,42911.63125,11,0,0,11,0,0,0,0,0,33,1.11093E+14,Local,1,1,0,0,0,1,1
111092522302814_1419530738125646,"One week left to have your say! 
Now's the time to be heard. Whether you care about local community events, parks and playgrounds, or a town centre to be proud of, we want to hear from you.
Visit www.shapeauckland.co.nz to submit your feedback, or share your thoughts below, including the phrase ""Local Board Plan Feedback"" in your post. Submissions close Friday 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42908.81954,50,25,9,48,2,0,0,0,0,209,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1418635944881792,"How can we make Mangere-Otahuhu an even better place to live? Have your say on the draft local board plan, and help shape the future of our community. 
Visit www.shapeauckland.co.nz or post your feedback below - using the phrase ""Local Board Plan Feedback' in your comment.",,video,https://www.facebook.com/mangereotahuhu/videos/1418635944881792/,42907.92182,72,11,27,63,5,3,1,0,0,265,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1416399878438732,"What matters most to you? Would you like to see better community and recreational centres for all to enjoy? It's easy to have your say on the draft Local Board Plan. Simply post your thoughts below using the words ""Local Board Plan Feedback"" in your comment. Help us shape our community for our people. www.shapeauckland.co.nz",Timeline Photos,photo,https://www.facebook.com/mangereotahuhu/photos/a.154400234638709.41723.111092522302814/1416399878438732/?type=3,42905.66584,55,4,0,53,2,0,0,0,0,173,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1412499175495469,"We need to know what matters to you and your whanau -community safety and town centres we can be proud of? It's easy to have your say on the draft Local Board Plan. Simply post your thoughts below using the words ""Local Board Plan Feedback"" in your comment. Help us shape our community for our people. www.shapeauckland.co.nz",Timeline Photos,photo,https://www.facebook.com/mangereotahuhu/photos/a.154400234638709.41723.111092522302814/1412499175495469/?type=3,42901.92083,83,15,1,81,2,0,0,0,0,280,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1410436149035105,"We need to know what matters to you and your whanau - safer streets, improved cycle and walkways to connect you with city centres and schools? It's easy to have your say on the draft Local Board Plan. Simply post your thoughts below using the words ""Local Board Plan Feedback"" in your comment. Help us shape our community for our people. www.shapeauckland.co.nz",Timeline Photos,photo,https://www.facebook.com/mangereotahuhu/photos/a.154400234638709.41723.111092522302814/1410436149035105/?type=3,42899.98264,291,28,11,281,9,0,1,0,0,940,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1408425819236138,"We need to know what matters to you and your whanau -  safer streets, more playgrounds, or community centres? It's easy to have your say on the draft Local Board Plan. Simply post your thoughts below using the words ""Local Board Plan Feedback"" in your comment. Help us shape our community for our people. www.shapeauckland.co.nz",Timeline Photos,photo,https://www.facebook.com/mangereotahuhu/photos/a.154400234638709.41723.111092522302814/1408425819236138/?type=3,42897.86064,47,15,6,42,5,0,0,0,0,177,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1408314175913969,History buffs rejoice - Check out Manukau's Journey now at Auckland Libraries.,A timeline of Manukau from 1769 to today,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/05/a-timeline-of-manukau/,42897.73197,12,0,4,12,0,0,0,0,0,40,1.11093E+14,Local,1,0,0,0,0,0,1
111092522302814_1404208799657840,"From now until 30 June, Auckland's 21 local boards want to know what you value most in your local community. Find out what's being proposed for your neighbourhood and surrounding areas, then share your feedback online at Shape Auckland by 30 June 2017.",Help shape your local area: South and east Auckland,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/help-shape-your-local-area-south-and-east-auckland/,42895.84236,10,0,1,10,0,0,0,0,0,31,1.11093E+14,Local,1,0,0,0,0,0,1
111092522302814_838073259673999,"We're developing our Local Board Plan 2017 and want
to know what you think about some of the projects and
outcomes we propose focusing on over the next three years.

Come on down to the Mangere Boutique Markers, and chat with local board members about what matters to you and your family - Help shape our area. 

Comments made through Facebook will be considered:
write something on the Mangere-Otahuhu Local Board Facebook page  and include 'Local Board Plan feedback'
OR send a private message using Facebook Messenger
and include 'Local Board Plan feedback'.",Local Board Plan - Mangere Boutique Market,event,https://www.facebook.com/events/838073259673999/,42893.67918,6,0,0,6,0,0,0,0,0,18,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1401984186546968,"Have you had your say yet? Better transport systems, safer roads, more parks and playgrounds? Visit shapeauckland.co.nz to submit feeback, or write a comment on our Facebook page using the phrase Local Board Plan Feedback.",Mangere raise concerns to local board as part of three-year plan,link,http://www.stuff.co.nz/auckland/local-news/manukau-courier/93128970/mangere-raise-concerns-to-local-board-as-part-of-threeyear-plan,42891.85264,10,0,0,9,1,0,0,0,0,30,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1400842719994448,"Matariki at Auckland Libraries É?? 10 June - 2 July 2017.
Check in with your local library to discover stories of Matariki;",Matariki at Auckland Libraries,link,http://ourauckland.aucklandcouncil.govt.nz/articles/events/2017/06/matariki-at-auckland-libraries/,42890.90904,8,0,1,8,0,0,0,0,0,25,1.11093E+14,Local,1,0,0,0,0,0,1
111092522302814_1397711403640913,Do you want to see improved connections between the è?téÅhuhu bus/train centre and the town centre? Have your say on this and other initiatives in the draft Mangere-Otahuhu Local Board Plan. Visit www.shapeauckland.co.nz or submit your feedback via our Facebook page and include the words 'Local Board Plan feedback',Shape Auckland,link,http://www.shapeauckland.co.nz/,42887.95833,7,0,0,7,0,0,0,0,0,21,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1397018047043582,MéÅngere-è?téÅhuhu Local Board is contributing towards the cost of this trial.,Free AT Hop cards to be given to some cash paying commuters in south Auckland,link,http://www.stuff.co.nz/auckland/local-news/manukau-courier/92961834/free-at-hop-cards-to-be-given-to-some-cash-paying-commuters-in-south-auckland,42886.94913,34,3,2,29,3,2,0,0,0,110,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1394410643970989,"As a young person, now's the chance to have a voice and help shape the future of your community, as explained by Mangere local Mosese Fifita in this video. You can give your feeback direct to our Facebook page, simply use the phrase ""Local Board Plan feedback"" in your comment, or visit ww.shapeauckland.co.nz by 30 June.",,video,https://www.facebook.com/mangereotahuhu/videos/1394410643970989/,42885.83333,81,7,18,77,4,0,0,0,0,275,1.11093E+14,Local,0,0,0,0,0,1,1
111092522302814_1395856380493082,"Thank you to everyone who came along to our Mangere-Otahuhu Local Board Plan - Have your say event. We need your voice, ideas, concerns, to help shape what happens in our area. Ways to submit your feedback : 
# Visit www.shapeauckland.co.nz to fill out submission form
# Write something on our Facebook page and include the 
words 'Local Board Plan feedback'
# send a private message include 'Local Board Plan feedback'.",Photos from Mangere-Otahuhu Local Board's post,photo,https://www.facebook.com/mangereotahuhu/photos/a.154400234638709.41723.111092522302814/1395855083826545/?type=3,42885.6283,9,0,0,9,0,0,0,0,0,27,1.11093E+14,Local,0,0,0,0,0,1,1
